Details.Headquarters Regions.Other,Details.Headquarters Regions.New England,Details.Headquarters Regions.Greater New York Area,Details.Headquarters Regions.Midwestern US,Details.Headquarters Regions.Great Lakes,,Sector.Health Care,Sector.Financials,Sector.Information Technology,Sector.Real Estate,Sector.Communication Services,Sector.Industrials,Sector.Energy,Sector.Consumer Discretionary,Sector.Consumer Staples,Sector.Materials,Sector.Other,Overview.Number of Founded Organizations,Overview.Gender.Agender,Overview.Gender.Female,Overview.Gender.Male,Overview.Gender.Non-Binary,Overview.Gender.Other,Overview.Gender.Prefer not to identify,Overview.Regions.Midwestern US,Overview.Regions.Greater New York Area,Overview.Regions.Other,Overview.Regions.Northeastern US,Overview.Regions.New England,Overview.Regions.Southern US,Overview.Regions.Great Lakes,Overview.Regions.East Coast,Overview.Regions.West Coast,Overview.Regions.Western US,Education.0.Prestigious University,Education.1.Prestigious University,Education.MBA,Education.Bachelors,Education.Masters,Education.PhD,Education.Other,Major.Engineering,Major.Business,Major.Physical/Life Science,Major.Social Science,Major.Mathematics,Major.Law,Major.Art,Major.Other,Target,Details.Years Since Founded
0,1,0,0,0,0,,,1,,1,,,1,,,1,1,0,0,11,0,0,0,0,0,0,0,6,1,0,6,3,2,5,2,1,0,2,3,3,4,1,0,0,0,0,0,0,0,4
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,3,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,3,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,5,0,0,0,0,2,0,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
0,1,0,0,0,0,,,1,,,1,,1,,,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,,,,,,1,,,1,1.25,0,1,6,0,0,0,0,0,0,0,0,1,0,1,6,5,3,0,1,2,4,0,0,2,1,0,1,0,0,0,1,0,3
0,1,0,0,0,0,,,,,,,,,,1,1,1.5,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,2,0,9
0,0,0,0,1,0,1,,1,,,,,,,,,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12
0,0,0,0,1,0,1,,1,,,,,,,,,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,0,0,1,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,0,1,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,NO HEAD,,,,,1,1,,,,,1,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,7,0,1,0,3,2,1,0,0,0,0,4,0,20
0,0,0,0,1,0,,1,1,,,,,,,,1,1,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,24
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1.4,0,1,4,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,7
0,0,0,1,1,0,1,,,,,,,,,,,1,0,1,6,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,2,2,1,1,1,2,2,0,0,0,0,1,0,15
0,0,0,1,1,0,1,,,,,,,,,,,1,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,2.333333333,0,0,7,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,4,1,0,1,1,0,2,2,0,0,0,0,3,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.5,0,1,9,0,0,0,1,2,0,2,1,0,1,3,5,5,2,0,0,4,0,0,1,3,0,0,0,0,0,0,1,0,9
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,34
0,0,1,0,0,0,1,,,,,1,,,,,,1.75,0,2,7,0,0,0,0,2,0,2,0,0,0,2,0,0,1,1,0,4,2,2,3,0,2,4,1,0,0,0,1,1,37
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.25,0,2,11,0,0,0,0,0,0,0,0,7,0,5,3,2,4,2,2,5,3,4,4,0,1,8,1,0,0,0,7,1,21
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.25,0,2,11,0,0,0,0,0,0,0,0,7,0,5,3,2,4,2,2,5,3,4,4,0,1,8,1,0,0,0,7,1,21
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,NO HEAD,,,1,,,1,,,,1,,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,0,2,1,1,0,0,0,0,0,1,17
0,0,0,1,1,0,,1,1,,,,,,,,,1,0,1,10,0,0,0,6,0,0,0,0,2,6,1,2,2,5,2,4,4,0,0,3,1,2,0,2,0,0,0,5,1,40
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5
0,0,0,0,1,0,,,1,,,,,1,,,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,1,0,0,1,1,1,2,0,0,0,1,1,9
0,0,0,0,0,NO HEAD,,,1,1,,1,,1,,,,0,0,3,13,0,0,0,1,0,0,0,1,1,1,2,3,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,73
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,8
1,0,0,0,0,0,,,1,,,,,,,,1,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,5
1,0,0,0,0,0,1,,1,,,,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,1,0,1,,,,,,,,,,,1.333333333,0,0,12,0,0,0,7,1,0,1,1,0,7,2,1,1,5,6,5,4,0,4,2,1,1,4,0,0,0,0,5,1,5
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,,,1,,,,,1,,,1,0,0,1,15,0,0,0,3,0,2,0,1,0,2,1,2,2,1,0,6,8,1,0,3,2,6,2,1,0,0,0,4,1,12
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10
0,1,0,0,0,0,,,,,,1,,,,,1,1,0,0,3,0,0,0,0,0,0,2,3,0,0,3,0,0,0,1,0,2,0,2,0,3,0,1,0,0,0,0,1,0,5
0,0,0,0,0,NO HEAD,,,1,,,,1,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,,,1,,,,1,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.666666667,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,7
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3,0,0,1,2,1,0,1,0,0,0,0,1,18
,,,,,NO HEAD,,,1,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,2,9,0,0,0,1,0,1,0,0,0,4,0,2,1,4,0,1,7,2,0,2,5,1,0,3,3,0,0,2,0,8
0,0,0,0,0,NO HEAD,1,,1,,,,,1,,,1,0,0,3,2,0,0,0,0,5,0,5,0,0,0,5,0,0,1,1,3,3,0,0,0,1,1,1,2,0,0,0,2,1,110
0,0,0,0,0,NO HEAD,,,1,,,,,,,1,,1,0,1,4,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,1,0,0,0,0,1,,,,,,,,,,,1,0,2,6,0,0,0,1,2,0,2,3,0,1,5,0,0,3,1,3,5,0,2,1,1,4,5,1,0,0,0,2,1,29
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,2,6,0,0,0,0,0,0,0,0,1,0,1,4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
0,0,0,0,1,0,,,,,,1,,,,1,,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,,,,,,,,,,,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,0,0,,,,,,,,,,1,1,5.5,0,2,12,0,0,0,3,1,0,1,6,0,1,7,1,1,5,1,4,3,1,0,3,1,2,2,0,0,0,0,4,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,38
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,1,0,0,0,0,1,,,,,,,,,,,1,0,3,13,0,0,0,0,2,0,6,6,0,0,13,0,0,4,3,1,2,2,4,3,0,1,6,0,0,0,0,3,1,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,2.333333333,0,2,10,0,0,0,0,1,0,1,0,0,0,1,11,11,1,2,1,6,4,1,2,4,3,0,1,0,0,0,1,0,12
0,0,0,0,1,0,,,1,,,,1,,,,1,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,2,0,3,0,2,2,2,0,0,0,5,1,15
0,0,0,0,1,0,1,,,,,,,,,,,2.25,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,2,2,1,0,0,0,2,0,0,0,0,2,0,17
1,0,0,0,0,0,,,1,,,,,,,,1,1.25,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,1,3,0,6
1,0,0,0,0,0,,,,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,1,,,,,,,,,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,8
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1,0,0,0,0,,,,,,,1,,,,1,0,0,1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,6,3,7,12,0,0,2,5,4,1,2,1,1,0,7,1,19
0,1,0,0,0,0,,,1,,,1,,,,,1,1,0,0,10,0,0,0,0,0,0,0,7,1,0,7,1,1,1,1,3,6,1,0,2,3,2,0,1,0,1,0,4,1,39
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.5,0,1,6,0,0,0,0,1,0,1,0,0,0,1,4,3,5,2,0,5,4,1,2,5,2,0,1,0,0,0,1,1,15
0,0,0,0,0,NO HEAD,,,1,,1,,,1,,,,1.5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,0,2,2,0,0,2,0,1,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,,1,,1,,,1,1.333333333,0,5,3,0,0,0,2,1,0,1,0,2,1,1,2,3,2,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,5
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,0,0,0,0,0,,,1,,,,,1,,,1,1,0,2,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,1,1,0,0,0,0,1,0,7
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1.5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,3,0,0,1,3,0,0,0,0,0,0,1,1,5
0,0,0,0,1,0,,,1,,,,,1,,,,2.5,0,0,7,0,0,0,0,1,0,4,0,0,3,1,1,1,0,0,1,3,0,0,0,3,0,0,0,1,0,0,1,0,12
0,1,0,0,0,0,1,,,,,,,,,,,1,0,0,3,0,0,0,0,0,0,1,2,1,0,2,0,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,0,0,6
0,0,0,1,1,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5,2,1,0,2,1,2,0,0,2,1,0,0,0,0,0,1,1,17
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1.75,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,3,5,0,0,2,4,2,0,0,0,0,1,3,1,7
0,0,0,1,1,0,1,,,,,,,,,,,1.75,0,3,11,0,0,0,4,2,0,2,0,0,4,2,0,0,3,1,0,1,0,2,7,0,2,4,1,0,0,0,5,1,25
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,2,2,0,1,2,0,1,1,0,1,0,1,0,2
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1,0,0,5,0,0,0,1,0,0,0,0,3,2,3,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,0,1,0,6
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1.666666667,0,0,5,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3
1,0,0,0,0,0,,1,1,,,,,,,,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,0,,,,,,1,,,,1,1,1,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,14
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,6,0,0,0,0,1,2,1,0,4,0,2,0,0,1,0,1,1,0,1,3,2,0,0,0,1,1,0,1,0,4
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,11,0,0,0,0,1,0,1,0,0,0,1,11,10,4,2,2,7,1,1,2,3,4,1,1,0,0,0,2,1,8
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,1,,1,,,,,,,,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,1,8,0,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,3,2,1,0,3,0,1,0,0,0,1,2,0,4
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,12
0,0,0,0,0,NO HEAD,,,1,,,,,1,,,1,1,0,3,13,0,0,0,0,1,0,2,1,0,2,3,9,10,0,1,5,8,2,1,1,5,6,2,1,0,0,0,3,1,38
0,0,0,0,1,0,,,1,,,,,,,,1,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,2,2,1,0,0,1,0,1,1,1,1,0,1,0,1,0,2,0,6
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1.8,0,3,8,0,0,0,0,0,0,1,3,0,1,3,2,2,4,3,1,4,0,3,3,0,1,3,0,0,0,0,3,1,14
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,2.2,0,1,14,0,0,0,0,0,0,0,0,0,0,0,10,3,1,4,3,7,3,2,2,3,4,3,4,0,0,0,1,0,14
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,1,5,0,0,0,0,1,0,1,1,0,0,2,3,3,1,2,0,2,0,1,2,2,0,1,1,0,0,0,2,1,32
0,1,0,0,0,0,1,,,,,,,,,,,1.333333333,0,1,6,0,0,0,0,0,0,1,5,0,0,5,0,0,0,2,1,4,1,2,3,0,0,2,1,0,1,0,4,0,15
0,0,0,1,0,0,,,,,,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,0,0,0,0,NO HEAD,,,,,1,1,,,,,1,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,1,14
0,0,1,0,0,0,1,,,,,,,,,,,4.666666667,0,1,8,0,0,0,0,2,0,2,1,0,0,3,0,0,2,1,2,5,1,1,3,0,1,3,0,0,1,0,3,1,37
0,0,0,0,1,0,1,,,,,,,,,,1,1,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,2,0,3,1,1,1,4,1,0,0,0,1,1,15
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,0,0,NO HEAD,,,,,,1,,,,,1,1,0,0,5,0,0,0,0,0,1,0,0,1,0,2,2,2,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,5
0,0,0,0,0,NO HEAD,,,1,,,1,1,,,,,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10
0,0,0,0,0,NO HEAD,,,1,,,,,,,,1,1,0,1,15,0,0,0,0,1,0,1,0,1,0,1,0,1,4,1,3,7,2,0,5,6,3,2,1,0,0,0,3,1,25
0,0,0,0,1,0,,,1,,,1,,,,,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,17
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,3,3,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,3,0,0,0,1,1,1,0,0,0,0,2,1,18
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,1.5,0,0,3,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,3,0,1,1,2,0,0,1,0,0,0,0,0,6
0,0,0,0,0,NO HEAD,,,1,,,1,,,,,1,1.25,0,4,12,0,0,0,0,1,0,1,0,0,0,1,15,10,9,4,1,7,3,5,0,5,2,0,2,4,0,0,0,0,12
0,0,1,0,0,0,,,,,1,,,,,,1,1,0,0,6,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,9
0,1,0,0,0,0,,,1,,1,,,,,,,1,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,1,1,3,7,3,1,0,4,2,0,1,0,0,0,2,1,18
0,1,0,0,0,0,1,,,,,,,1,,,1,1,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
0,0,1,0,0,0,,,,,,,,1,,,1,2.5,0,1,3,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,3,1,0,1,1,2,2,1,0,0,0,1,0,8
0,0,0,0,0,NO HEAD,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3
0,0,0,1,0,0,1,,,,,,,,,,,1.666666667,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,16
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,9,0,0,0,0,0,0,0,0,7,0,7,1,1,2,0,0,1,3,5,0,4,1,0,0,0,0,0,2,0,7
0,0,0,0,0,NO HEAD,,,,,,,,,1,,,1,0,0,6,0,0,0,0,2,0,4,2,0,0,6,0,0,3,0,3,1,0,0,3,0,2,0,0,0,0,0,5,1,11
0,0,0,0,0,NO HEAD,1,,,,,,,,,,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,2,2,0,0,4,0,0,0,0,1,0,11
0,0,0,0,0,NO HEAD,,,1,,1,,,,,,1,1.5,0,0,8,0,0,0,0,0,0,0,0,7,0,6,1,0,0,0,1,3,0,0,1,0,1,1,3,0,1,0,0,1,21
0,0,1,0,0,0,1,,,,,,,,,,,2,0,6,10,0,0,0,1,4,1,4,0,0,0,5,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,123
0,1,0,0,0,0,,,1,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1.666666667,0,0,5,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,,,1,,,,,,,,,1.666666667,0,0,5,0,0,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3
0,0,1,0,0,0,,,1,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,32
0,0,0,1,1,0,,1,1,,,,,,,,1,1,0,1,10,0,0,0,6,0,0,0,0,0,4,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,8
0,1,0,0,0,0,1,,,,,,1,,,,,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,51
0,0,0,1,1,0,,,,,,,,,,,1,1.5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,1,0,0,0,4
0,0,0,0,0,NO HEAD,1,,1,,,1,,,,,1,1.4,0,1,8,0,0,0,0,0,3,0,0,1,0,0,4,4,2,1,2,2,1,0,1,3,1,0,0,0,0,0,4,0,4
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,10,0,0,0,1,0,0,0,0,0,1,0,4,4,4,2,1,5,0,5,2,0,0,6,1,0,0,0,3,0,11
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,1,10,0,0,0,1,0,0,0,0,0,1,0,4,4,4,2,1,5,0,5,2,0,0,6,1,0,0,0,3,0,11
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,0,0,0,5,0,0,0,0,3,0,3,0,0,0,4,1,1,1,0,1,1,2,0,2,0,2,1,1,0,0,0,2,1,11
0,1,0,0,0,0,,,,,,1,,1,,,,1,0,0,8,0,0,2,0,0,0,5,4,0,1,0,0,0,1,1,2,3,1,2,0,3,1,1,1,0,0,0,1,0,3
0,0,0,0,0,NO HEAD,1,,,,,,,,,,,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,0,1,,1,,,1,,,,1,1,1.666666667,0,2,11,0,0,0,7,0,0,0,0,2,2,1,1,1,0,0,1,3,1,1,3,3,3,2,1,0,0,0,1,0,8
