Company_Name,Dependent-Company Status,year of founding,Age of company in years,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Technical proficiencies to analyse and interpret unstructured data,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company30,Success,2012,2,Real-time error tracking,Software Development,Bug fix,Resolute.vc|Hiten Shah|Arjun Sethi|Founders Den,3,0,No,5/1/12,4/1/13,200000,United States,North America,3,0,2,0,2,3,No,0,medium,No,Small,No,No,No,No,Service,No,Private,No,Both,No,Platform,Global,Non-Linear,No,No Info,Yes,No,No,No,No,No,No,No,Yes,No,Online,B2C,Low,Medium,No,Medium,Bachelors,18,"Management, Computer Science",Yes,Yes,Both,350,Low,0,0,0,High,79,Few,17,Low,Low,No,No,Low,Bad,Yes,No,No,No,No,No,No,2,Low,5,3,0.2,Not Applicable,6,3,2 to 5,0,0,80.20833333,4.166666667,0,4.166666667,11.45833333,0,0,0,0,0,0,0,5
Company31,Success,2012,2,web analytics api,Marketing|Software Development|Analytics,Data Integration,New Enterprise Associates|General Catalyst Partners|Y Combinator|Tom McInerney,7,0,No,,1/15/13,600000,United States,North America,2,0,4,0,4,50,No,0,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Platform,Global,Linear,Yes,No Info,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,Low,No,Low,Bachelors,18,Aerospace Engineering,No,No,Tier_1,500,Low,0,0,0,Low,58,Many,13,Low,Low,Yes,No,Medium,Good,No,Yes,No,No,No,Yes,Yes,4,High,0,25,0.6,Not Applicable,1,1,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2
Company32,Success,2008,6,Business Logic Abuse Fraud Protection ,Security,malware protection,Leapfrog Ventures|Seraph Group|Startup Capital Ventures|Andreessen Horowitz|Citi Ventures,39,-7,No,1/8/08,9/22/11,0,United States,North America,0,1,2,0,7,35,Yes,3,None,Yes,Large,Yes,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Linear,Yes,No Info,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,PhD,25,Computer Science,Yes,Yes,Tier_2,500,High,0,1,1,High,120,Many,16,High,High,Yes,No,Medium,Good,Yes,Yes,Yes,Yes,No,Yes,Yes,4,High,0,7,unknown amount,Yes,8,12.12222222,5 to 10,9.444444444,2.777777778,50,0,3.333333333,12.77777778,12.77777778,0,0,2.777777778,6.111111111,0,0,0,4
Company33,Success,2010,4,Social Media Analytics and Reporting,Analytics,analytics,MHS Capital|Social Leverage|Vast Ventures|Bessemer Venture Partners|Founder's Co-op|Mark Sugarman|Trinity Ventures,115,6,yes,1/1/10,3/18/14,20000000,United States,North America,2,3,3,2,5,132,Yes,3,high,No,Small,No,No,No,No,Product,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,No Info,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,No,Medium,Bachelors,18,Economics,No,No,Tier_2,470,Medium,0,0,0,High,63,Few,31,High,High,Yes,No,Low,Good,Yes,Yes,No,Yes,No,No,Yes,4,High,0,44,20,Not Applicable,1,12,2 to 5,12.5,0,6.25,50,0,18.75,6.25,0,6.25,0,0,0,0,0,1
Company34,Success,2011,3,Social Media ROI Measurment,Advertising,Social Media optimization,Vaidya Capital Partners|[212]Media,9,13,yes,11/1/11,1/1/13,2000000,United States,North America,0,0,3,0,4,8,No,0,None,No,Medium,Yes,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,No Info,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,None,Medium,No,Low,Bachelors,18,"Honors Program,†Business,†Finance,†Information†",Yes,Yes,None,500,Low,0,0,0,Medium,116,Few,14,Low,Low,No,No,Medium,Bad,No,No,No,No,No,No,No,2,Low,0,4,2,Not Applicable,14,No Info,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Company35,Success,2010,4,,,analytics,,,,No,,,0,,,0,5,1,0,6,12,No,1,None,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,No Info,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,"Arts, Economics",No,No,None,500,Low,0,0,0,Low,69,Few,28,Medium,Medium,No,No,Low,Bad,No,No,No,No,No,No,No,2,Low,0,4,1,Not Applicable,1,9.375,2 to 5,11.11111111,0,27.77777778,22.22222222,0,11.11111111,5.555555556,5.555555556,0,5.555555556,0,0,5.555555556,5.555555556,1
Company36,Success,2012,2,,Marketing|Email,Marketing & Sales,Grotech Ventures|Access Venture Partners|FFP Holdings|TechStars,14,0,yes,1/1/12,5/24/13,2870890,United States,North America,0,3,2,6,4,13,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18,Arts,No,Yes,None,500,High,1,1,1,Medium,61,Many,45,Medium,Medium,Yes,No,Medium,Good,Yes,Yes,Yes,Yes,No,No,Yes,4,Medium,0,13,2.87089,Not Applicable,7,5.033333333,2 to 5,16.66666667,11.11111111,0,11.11111111,11.11111111,0,27.77777778,0,5.555555556,0,0,0,11.11111111,5.555555556,0
Company37,Success,2012,2,Secure NoSQL Database,Analytics|Security|Network / Hosting / Infrastructure,Database Management,Matrix Partners|Atlas Venture,26,13,yes,8/1/12,10/21/13,5200000,United States,North America,0,0,4,4,4,30,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Bachelors,18,bseet,Yes,Yes,Tier_2,500,None,0,0,0,None,0,None,21,Medium,High,No,No,Medium,No Info,No,No,Yes,No,No,No,No,4,Medium,0,30,5.2,Not Applicable,1,7.116666667,2 to 5,11.11111111,11.11111111,30.55555556,0,8.333333333,2.777777778,11.11111111,8.333333333,11.11111111,2.777777778,0,0,0,2.777777778,3
Company39,Success,2010,4,Health Care Analytics,Cloud Computing|Healthcare|E-Commerce,technology,Allan Zeise|Thomas Shannon|Allen Zeise|Wisconsin Investment Partners|Silicon Pastures|Thomas Vincent|Ross Bjella|David Lisle|Ed Karrels|Jeff Harris|Tom DeMell|Thomas DeMell|Jeffery Harris|Michael Kluiber|Peter Skanaivs|Andy Wojack|Crista Wojack|Eric Kessenich|John Schmidt|Angels on the Water,13,0,yes,6/4/10,3/29/13,1000000,United States,North America,24,0,2,0,4,10,No,4,low,No,Medium,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18,arts,No,Yes,None,500,None,0,0,0,None,1,None,13,Low,High,No,No,Medium,No Info,No,No,No,No,No,No,No,4,High,3,3.3,1,Not Applicable,4,9.822222222,0 to 2,7.142857143,14.28571429,7.142857143,0,7.142857143,0,14.28571429,7.142857143,14.28571429,14.28571429,0,0,7.142857143,7.142857143,0
Company40,Success,2010,4,Shaking Up Publishing,Media|Analytics|Publishing|Mobile|Education,analytics,EA Media Syndicate I LLC|Glen Surnamer|Jeff Schweiger,7,0,No,10/1/10,10/23/12,450000,United States,North America,3,0,5,0,5,10,No,0,medium,Yes,Small,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,electrical,Yes,Yes,None,500,Medium,1,1,0,None,245,None,13,Medium,Medium,Yes,No,Low,Average,No,No,No,No,No,Yes,No,3,High,3,2,0.45,Not Applicable,12,14,2 to 5,8.225957049,3.333333333,5.93837535,39.37791783,10.52170868,4.761904762,11.83706816,1.111111111,3.333333333,4.892623716,0,1.111111111,4.444444444,1.111111111,5
Company41,Success,2012,2,energy efficiency data platform,E-Commerce|Energy|Media,Marketing & Sales,Matthias Kurwig|Don Epperson,6,0,No,1/1/12,6/1/13,0,United States,North America,2,1,2,1,2,7,No,0,medium,No,Small,Yes,No,No,No,Service,Yes,Private,No,Unstructured,Yes,Platform,Local,Non-Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Online,B2C,None,High,Yes,Low,Masters,21,management,No,Yes,Tier_2,500,High,0,0,0,Medium,193,None,15,Low,Medium,No,No,Medium,Bad,Yes,No,No,Yes,No,No,No,2,High,5,7,unknown amount,Not Applicable,18,18,2 to 5,8.333333333,0,8.333333333,61.11111111,0,0,11.11111111,2.777777778,0,8.333333333,0,0,0,0,3
Company42,Success,2009,5,Real-time Media Analytics,Media|Analytics,Operations,TechStars|Mercury Fund,3,0,No,1/30/09,1/1/12,0,United States,North America,2,0,2,9,3,13,Yes,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,media design,Yes,Yes,Tier_1,500,High,0,0,0,None,287,None,15,Low,Medium,Yes,No,High,Very Good,No,No,No,No,No,No,No,2,High,5,3.25,unknown amount,Not Applicable,10,10,,5.882352941,0,17.64705882,5.882352941,0,5.882352941,2.941176471,8.823529412,0,2.941176471,0,0,0,0,5
Company43,Success,2011,3,Global multimedia content platform,,Operations,Amit Singh,57,-3,Yes,4/1/11,8/1/10,60000,United States,North America,1,0,0,8,3,57,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,No,Unstructured,No,Platform,Global,Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,None,High,Yes,Medium,Masters,21,"finance, startegy and enterpreneurship",Yes,Yes,Tier_1,500,Low,1,0,0,High,439,Few,25,Low,Medium,Yes,No,Low,Very Good,Yes,No,No,No,No,No,Yes,2,High,3,28.5,0.06,Not Applicable,10,12,0 to 2,16.66666667,0,0,5.555555556,16.66666667,5.555555556,38.88888889,0,0,16.66666667,0,0,0,0,2
Company44,Success,2008,6,Smart Suggestions for Sales Reps,,Sales,Starfish Ventures,12,0,Yes,1/1/08,7/8/13,2517424,United States,North America,0,0,3,0,6,50,No,1,low,No,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,Few,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,High,Yes,High,Masters,21,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,No Info,No,No,No,Yes,No,No,No,4,High,0,10,2.517424,Yes,36,4,5 to 10,6.25,0,0,6.25,6.25,0,18.75,6.25,0,0,0,0,0,6.25,9
Company45,Success,2012,2,,,analytics,,,,yes,,,0,,,5,0,2,3,4,200,Yes,3,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,No,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,Yes,Both,B2B,Low,High,No,Low,Masters,21,Business management,Yes,No,Tier_1,500,High,1,0,0,Medium,201,Many,20,Medium,Medium,No,No,High,Bad,No,No,Yes,No,No,Yes,No,2,High,3,200,14,Not Applicable,6,8,2 to 5,10.55555556,18.88888889,13.33333333,10,20.55555556,5.555555556,8.333333333,0,2.777777778,10,0,0,0,0,8
Company46,Success,2010,4,,,technology,Sierra Ventures|AME Cloud Ventures|Columbus Nova Technology Partners|Streamlined Ventures,25,,yes,1/1/10,7/30/13,1750000,United States,North America,0,0,4,10,6,23,No,0,None,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,cloud,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,PhD,25,engg,No,No,Tier_1,500,None,0,0,0,None,0,None,12,Low,High,Yes,No,Medium,No Info,No,No,Yes,No,No,Yes,No,4,High,0,7.6,1.75,Not Applicable,15,7,2 to 5,18.18181818,0,36.36363636,0,0,18.18181818,0,0,0,27.27272727,0,0,0,0,2
Company47,Success,2011,3,,Analytics|Enterprise Software,technology,Defense Advanced Research Projects Agency,35,0,yes,1/1/11,2/5/13,3000000,United States,North America,0,1,2,2,2,32,No,0,high,No,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Medium,PhD,25,bio engg,No,No,None,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,No Info,No,No,Yes,No,No,Yes,No,4,High,0,16,3,Not Applicable,16,3,,0,0,64.70588235,0,0,26.47058824,5.882352941,2.941176471,0,0,0,0,0,0,6
Company48,Success,2003,11,"Analytics, e-commerce, Consumer Finance",,Risk,Crystal Financial|Crosslink Capital|QED Investors,267,0,yes,12/1/03,7/29/13,30000000,United States,North America,0,0,2,13,14,300,No,0,low,No,Medium,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,No,No,Medium,Good,No,No,Yes,No,No,No,No,4,High,0,30,30,Yes,72,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company49,Success,2000,14,"Predictive Analytics, Advanced Analytics",Analytics,operations,TA Associates,594,3,yes,1/1/00,6/24/13,25000000,United States,North America,0,0,2,0,9,616,No,0,high,No,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,18,Business management,Yes,Yes,Tier_1,500,High,0,0,0,High,9,None,51.5,High,High,No,No,Low,Bad,Yes,No,No,Yes,No,Yes,No,3,Medium,0,47.38,25,Yes,156,156,,0,2.631578947,5.263157895,5.555555556,13.15789474,43.2748538,19.15204678,0,5.555555556,0,0,5.409356725,0,0,1
Company51,Success,2011,3,Connected data for marketers & ecommerce,E-Commerce|Analytics,"Marketing, Web Analytics",Battery Ventures|Wellington Partners|General Catalyst Partners|Silicon Valley Bank,23,0,yes,5/6/11,12/3/13,4000000,United States,North America,0,3,2,1,3,28,Yes,2,high,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,,No Info,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No,4,High,0,14,4,Not Applicable,13,4.583333333,0 to 2,17.64705882,0,5.882352941,29.41176471,0,11.76470588,11.76470588,5.882352941,0,17.64705882,0,0,0,0,3
Company52,Success,2009,5,Customer Data-Powered Marketing,E-Commerce|Advertising|Analytics,Marketing & Sales,SV Angel|Harrison Metal Capital|Baseline Ventures|Greylock Partners|Dick Costolo|Reid Hoffman|Jeff Jordan|Harrison Metal|Bain Capital Ventures,50,0,yes,7/1/09,6/13/11,13000000,United States,North America,0,0,2,2,4,55,Yes,3,medium,Yes,Large,Yes,Yes,No,No,Both,No,Private,Yes,Structured,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18,economics,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,14,Low,Medium,Yes,No,Low,No Info,No,No,Yes,No,No,Yes,No,4,High,0,13.75,13,Not Applicable,1,7.733333333,2 to 5,22.22222222,0,0,22.22222222,0,11.11111111,22.22222222,11.11111111,0,11.11111111,0,0,0,0,0
Company53,Success,2009,5,,Enterprise Software,"Strategy, Operations, Finacial Planning",Greylock Partners|Andreessen Horowitz|Redpoint Ventures|Tenaya Capital,,,yes,1/1/09,12/27/13,1070901,United States,North America,0,0,3,5,7,115,Yes,4,high,No,Large,No,No,Yes,No,Both,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,High,Masters,21,Computer Science,Yes,Yes,None,500,High,0,0,0,Medium,100,Many,44,High,Medium,Yes,No,Medium,No Info,Yes,No,No,Yes,No,No,No,3,Medium,0,28.75,1.070901,Not Applicable,20,4.9,,8.660130719,8.333333333,28.75816993,5.555555556,5.718954248,17.15686275,17.32026144,2.777777778,0,5.718954248,0,0,0,0,9
Company54,Success,2007,7,,,Strategy,,,,yes,,,0,,,0,2,4,3,8,70,Yes,5,None,No,Medium,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,Many,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,High,Masters,21,MBA,Yes,Yes,Tier_1,440,Medium,0,0,0,Medium,75,Few,26,High,Medium,Yes,Yes,Medium,No Info,Yes,Yes,Yes,Yes,No,Yes,No,4,High,3,11.6,15,Yes,12,6.466666667,5 to 10,5.555555556,0,44.44444444,11.11111111,0,0,27.77777778,5.555555556,5.555555556,0,0,0,0,0,6
Company55,Success,2012,2,Enterprise Marketing Intelligence,,Marketing & Sales,Sean Glass|Hemang Gadhia|Adam Riggs|Roger Krakoff|Tony Ayaz|Marc Solomon|Acceleprise Ventures|Andy Klingenstein|Adam Falla|Bowery Capital|New Enterprise Associates,38,23,yes,9/1/12,2/4/14,6500000,United States,North America,10,0,1,3,4,40,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,No,Low,Bachelors,18,Political Science,No,No,None,500,Low,0,0,0,Medium,79,Few,0,Medium,Medium,Yes,No,Medium,No Info,No,Yes,No,Yes,No,Yes,Yes,3,High,0,40,6.5,Not Applicable,8,4.183333333,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Company56,Success,2011,3,,Cloud Computing,Data Collection,,,,yes,,,0,,,3,0,2,2,3,30,Yes,1,medium,No,Medium,No,No,No,No,Service,Yes,Private,No,Both,Yes,Cloud,Global,Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,High,Bachelors,18,Arts,No,Yes,None,500,Medium,0,0,0,High,74,Few,22,Medium,Medium,Yes,No,Low,No Info,Yes,Yes,No,Yes,No,Yes,No,3,Medium,0,15,5,Not Applicable,11,3.3,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company57,Success,2008,6,Local Advertising,Advertising|Marketing|Analytics,Marketing & Sales,Stage One Capital,,,No,3/1/08,4/1/10,0,United States,North America,0,1,2,2,3,5,No,0,medium,Yes,Large,No,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Masters,21,bussiness,Yes,Yes,None,500,Medium,1,1,1,High,2,Few,25,Low,High,Yes,No,Low,No Info,No,No,No,No,No,Yes,No,3,Medium,0,1,unknown amount,Yes,24,24,5 to 10,11.76470588,0,0,35.29411765,17.64705882,17.64705882,0,5.882352941,5.882352941,5.882352941,0,0,0,0,4
Company58,Success,2012,2,Know and Grow Your Audience,Analytics|Advertising|Cloud Computing|Marketing,Marketing & Sales,Square 1 Bank|High Line Venture Partners|SV Angel|Allen Debevoise|Matt Coffin|Paul Bricault|Jonah Goodhart|Dean Gilbert|Tony Nethercutt|FirstMark Capital|Ben Ling|Lerer Ventures,24,0,No,4/17/12,6/25/13,1000000,United States,North America,1,0,2,2,4,15,No,0,medium,Yes,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,Unstructured,No,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,general mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,Yes,No,Low,No Info,No,No,Yes,No,No,Yes,No,3,High,0,15,1,Not Applicable,7,4.716666667,0 to 2,11.11111111,0,0,44.44444444,11.11111111,5.555555556,11.11111111,5.555555556,5.555555556,0,0,0,0,5.555555556,0
Company59,Success,2012,2,,,analytics,,,,No,,,0,,,0,1,2,0,2,50,No,0,medium,No,Small,Yes,Yes,No,Yes,No Info,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Offline,B2B,None,High,Yes,Medium,Masters,21,bussiness,Yes,Yes,Tier_1,500,Medium,0,0,0,High,1,Few,15,Medium,High,No,No,Low,No Info,Yes,No,Yes,No,No,Yes,No,4,High,0,50,2.5,Not Applicable,16,16,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Company60,Success,2012,2,Software-as-a-Service (SaaS) platform,Analytics|Network / Hosting / Infrastructure,analytics,CIT GAP Funds|Jaffray Woodriff|Battery Ventures,13,0,No,1/1/12,8/7/13,2000000,United States,North America,2,1,2,0,2,14,No,0,high,No,Medium,No,No,No,Yes,Product,No,no,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,computer science,Yes,Yes,Tier_2,500,None,0,0,0,None,4,Few,17,High,Medium,Yes,No,Low,No Info,No,No,No,No,No,No,No,3,Medium,0,14,2,Not Applicable,1,3.322222222,2 to 5,5.555555556,0,2.777777778,11.11111111,2.777777778,5.555555556,11.11111111,0,5.555555556,0,0,0,5.555555556,0,6
Company61,Success,2009,5,The Ô¨Ånancial terminal of the web.,Finance,analytics,Hyde Park Angels|I2A Fund|Amicus Capital|Social Leverage|Morningstar|Reed Elsevier Ventures,22,-4,yes,1/1/09,5/9/13,3900000,United States,North America,0,0,2,0,2,50,No,2,medium,Yes,Large,No,No,No,Yes,Product,No,Both,No,Both,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Medium,Bachelors,18,science,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,20,Low,Low,Yes,Yes,Low,No Info,No,No,Yes,No,No,No,No,3,Medium,0,12.5,3.9,Not Applicable,14,12.74444444,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Company62,Success,2012,2,Data visualization system,Mobile|Analytics,analytics,Razor's Edge Ventures|CIT GAP Funds|B7inc|B7inc Peter Thorp|Columbus Nova Technology Partners|Hemang Gadhia|Center for Innovative Technology|Sean Glass|Jay Virdy|Magid Abraham|Tony Ayaz|Neil Kataria|Terry Hsiao|Chris McGill|Russ Cosentino|Peter Thorp,,,yes,1/1/12,7/10/13,4100000,United States,North America,10,0,2,1,4,18,No,0,low,No,Small,Yes,Yes,No,Yes,Service,No,Both,No,Structured,No,Platform,global,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,sb,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No,3,Medium,0,18,4.1,Not Applicable,10,3.983333333,2 to 5,5.555555556,0,50,5.555555556,0,11.11111111,16.66666667,5.555555556,0,5.555555556,0,0,0,0,0
Company63,Success,2012,2,,E-Commerce|Marketing,sales,,17,6,No,11/1/12,7/3/13,750000,India,Asia,0,1,2,1,2,18,No,0,low,No,Large,No,No,No,Yes,Service,No,no,No,Structured,No,none,local,Non-Linear,No,Many,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Bachelors,18,economics,Yes,Yes,Tier_1,500,Medium,1,1,1,High,1,None,20,Low,Medium,Yes,Yes,Low,No Info,Yes,No,No,No,No,No,No Info,3,High,0,18,0.75,Not Applicable,10,10,2 to 5,11.76470588,0,0,52.94117647,5.882352941,0,5.882352941,0,11.76470588,5.882352941,0,0,5.882352941,0,1
Company64,Success,2012,2,Interactive & adaptive language learning,Education|E-Commerce|Mobile,e-learning,Kae Capital|500 Startups,3,0,No,11/1/12,3/1/13,0,India,Asia,1,0,2,0,2,4,No,0,high,No,Small,Yes,Yes,No,Yes,Product,No,no,No,not applicable,Yes,Platform,global,Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Medium,Bachelors,18,computer science,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,19,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No,3,Medium,0,4,unknown amount,Not Applicable,4,4,,18.82352941,0,0,5,10,15.88235294,13.82352941,7.941176471,5.882352941,0,0,5.882352941,10.88235294,5.882352941,4
Company65,Success,2012,2,,,sales,,,,No,,,0,,,1,0,2,0,2,17,No,0,low,No,Large,Yes,No,No,Yes,Product,No,no,No,not applicable,No,none,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18,mca,Yes,Yes,Tier_2,500,Medium,0,0,0,None,5,None,6,Low,Low,Yes,Yes,Low,No Info,No,No,No,No,No,No,No Info,3,Medium,2,17,unknown amount,Not Applicable,1,1,2 to 5,20,0,0,0,10,0,0,0,10,10,0,0,0,0,1
